DataYear,DataYear_cat,Country,Region,Gender,Age_years,Age_years_cat,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_school,Travel_time_to_school,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_internet_access,Left_Footlength_cm,Longer_foot,Index_fingerlength_mm,Ring_fingerlength_mm,Longer_finger_lefthand,Birth_month,Favorite_season,Allergies,Vegetarian,Favorite_food,Beverage,Favorite_school_subject,Sleep_hours_schoolnight,Sleep_hours_non_schoolnight,Home_occupants,Home_internet_access,Communication_with_friends,Text_messages_sent_yesterday,Text_messages_received_yesterday,Activities_hanging_out_with_friends_hours,Activities_talking_on_phone_hours,Activities_doing_homework_hours,Activities_doing_things_with_family_hours,Activities_outdoor_activities_hours,Activities_video_games_hours,Activities_social_websites_hours,Activities_texting_messaging_hours,Activities_computer_use_hours,Activities_Watching_TV_Hours,Activities_paid_work_hours,Activities_work_at_home_hours,Schoolwork_pressure,Schoolwork_pressure_reord,Planned_education_level,Favorite_music,Superpower,Preferred_status,Role_model_type,Charity_donation,
"2013","[2013]","USA","NY","Female","13","[13]","Right-Handed","170","23","160","2","Bus","30","0.351","30","Hockey (Field)","650","400","700","750","500","750","23","Same length","76","76","Same length","February","Spring","No","No","Pizza/Pasta","Water","English","8","6","6","Yes - broadband connection","Text messaging","45","49","6","1","3","3","6","0","6","7","2","5","3","1","Some","3.Some","Graduate degree","Other","Fly","Happy","Actor","International aid",
"2012","[2012]","USA","CA","Female","14","[14]","Right-Handed","170","25.5","176","1","Car","17","0.491","35","Gymnastics","1000","1000","1000","1000","476","166","25","Right foot","80","84","Ring finger","November","Fall","Yes","No","No favorite","Water","Art","7","10","3","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","6","7","4","0","19","11","3","0","50","7","60","6","0","2","A lot","4.A lot","High school","Other","Freeze time","Happy","Relative","Health",
"2011","[2011]","USA","AZ","Female","14","[14]","Ambidextrous","163","22","171","2","Bus","45","0.781","40","None","0","0","0","","0","0","24","Left foot","95","95","Same length","January","Fall","Yes","No","No favorite","Soft drink (caffeinated)","English","7","10","3","Yes - other","Text messaging","200","200","3","1","1","5","0","0","0","24","1","0","0","1","A lot","4.A lot","Undergraduate degree","Rap/Hip hop","Telepathy","Healthy","Other","International aid",
"2014","[2014]","USA","GU","Female","12","[12]","Right-Handed","152","22","140","1","Car","25","0.82","47","Swimming","1000","1000","990","990","500","500","22","Same length","70","77","Ring finger","March","Spring","No","No","Desserts","Water","Art","10","10","4","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","0","0","22","0","4","20","8","10","2","0","10","5","0","2","Some","3.Some","Graduate degree","Heavy metal","Invisibility","Happy","Relative","Wildlife, animals",
"2012","[2012]","USA","TX","Female","12","[12]","Right-Handed","154","21","155","2","Car","4","0.504","46","Swimming","900","857","854","823","700","750","22","Left foot","65","70","Ring finger","August","Fall","Yes","Yes","Pizza/Pasta","Water","Science","9","8","4","Yes - broadband connection","In person","3","4","2","1","4","3","4","1","1","1","1","1","0","2","Very little","2.Very little","Other","Pop","Telepathy","Happy","Doctor or nurse","Environment",
"2014","[2014]","USA","WI","Female","14","[14]","Right-Handed","171","26","163","1","Car","10","0.382","40","Other","700","700","800","700","300","600","26","Same length","76","75","Index finger","November","Summer","Yes","No","No favorite","Water","Science","7","9","4","Yes - broadband connection","Text messaging","70","75","12","1","4","90","7","1","80","85","75","5","10","2","Very little","2.Very little","Graduate degree","Country","Telepathy","Happy","Relative","Health",
"2014","[2014]","USA","CA","Female","12","[12]","Right-Handed","147","23","147","3","Car","10","0.391","40","Soccer","1000","800","900","700","100","10","21","Right foot","80","70","Index finger","August","Summer","Yes","No","No favorite","Water","Physical education","9","12","4","Yes - other","Text messaging","20","20","5","6","6","5","8","2","2","6","5","5","0","4","A lot","4.A lot","Graduate degree","Rap/Hip hop","Fly","Happy","Coach or club leader","Health",
"2014","[2014]","USA","GU","Female","12","[12]","Right-Handed","155","24","174","1","Car","3","0.998","48","Basketball","1000","1000","900","1000","300","600","23","Right foot","75","75","Same length","January","Spring","No","No","No favorite","Sports drink","Physical education","8","10","8","Yes - other","Myspace, Facebook, other social networking sites, or blog","0","2","7","0","2","4","2","0","3","2","3","1","0","3","Some","3.Some","Graduate degree","Reggae","Telepathy","Happy","Actor","Health",
"2015","[2015]","USA","WI","Female","13","[13]","Right-Handed","161","24","161","1","Car","5","0.403","41","Soccer","100","100","100","100","1000","1000","24","Same length","90","90","Same length","March","Summer","No","No","Pizza/Pasta","Juice","Science","9","11","5","Yes - broadband connection","Text messaging","95","100","50","1","6","1","9","10","10","10","10","5","4","9","A lot","4.A lot","","Pop","Freeze time","Rich","Friend","Arts, culture, sports",
"2012","[2012]","USA","OH","Female","12","[12]","Right-Handed","151","22","109","3","Car","3","0.423","74","Soccer","700","400","200","500","1000","800","22","Same length","70","70","Same length","May","Fall","No","No","Desserts","Juice","Music","7","","5","Yes - broadband connection","Text messaging","6","5","40","1","5","5","6","1","1","2","6","5","0","3","Some","3.Some","Undergraduate degree","Pop","Telepathy","Healthy","Friend","Wildlife, animals",
"2014","[2014]","USA","IL","Female","12","[12]","Right-Handed","150","23","145","2","Car","6","0.515","44","Gymnastics","1000","800","400","900","200","700","23","Same length","69","73","Ring finger","March","Fall","Yes","No","Meat","Water","","9","10","4","Yes - broadband connection","Text messaging","4","2","4","1","8","3","4","7","1","2","10","7","0","1","A lot","4.A lot","Graduate degree","Pop","Telepathy","Healthy","Teacher","Wildlife, animals",
"2014","[2014]","USA","MD","Female","12","[12]","Right-Handed","157","25","168","2","Bus","15","0.396","71","Swimming","900","900","1000","800","1000","1000","25","Same length","80","80","Same length","August","Summer","Yes","No","Pizza/Pasta","Water","English","5","9","7","Yes - other","Text messaging","30","30","1","4","2","1","0","0","5","2","6","2","0","1","","","Graduate degree","Other","Invisibility","Healthy","Musician or singer","Education/Youth development",
"2014","[2014]","USA","MA","Female","12","[12]","Right-Handed","153","24","139","1","Bus","15","0.403","63","Soccer","500","500","500","1000","1000","1000","27","Left foot","74","74","Same length","October","Winter","No","No","Meat","Sports drink","Art","10","7","4","Yes - other","Text messaging","6","4","6","0","1","2","3","0","2","1","2","2","0","2","Some","3.Some","Graduate degree","Rap/Hip hop","Fly","Happy","Sports person","Religious",
"2015","[2015]","USA","MD","Female","14","[14]","Right-Handed","157","24","152","1","Car","15","0.757","58","Basketball","0","5","0","0","1000","1000","23","Right foot","","","","August","Summer","No","No","Desserts","Coffee","Mathematics and statistics","7","6","4","Yes - broadband connection","Text messaging","100","120","20","0","9","0","15","2","8","5","7","6","0","1","A lot","4.A lot","Other","Other","Invisibility","Happy","Musician or singer","International aid",
"2011","[2011]","USA","OH","Female","11","[11]","Right-Handed","144","23","144","1","Bus","30","0.469","49","Other","980","986","995","","599","500","23","Same length","85","90","Ring finger","November","Fall","Yes","No","Desserts","Water","Other","8","7","5","Yes - broadband connection","Text messaging","0","0","7","2","4","6","5","1","0","1","2","3","0","1","Some","3.Some","Undergraduate degree","Country","Invisibility","Healthy","Other","Wildlife, animals",
"2015","[2015]","USA","CA","Female","12","[12]","Right-Handed","162","24","147","1","Walk","3","0.502","43","Other","100","519","695","492","654","654","25","Left foot","","","","January","Fall","No","No","Desserts","Juice","Mathematics and statistics","10","11","5","Yes - broadband connection","In person","10","8","3","1","8","4","4","1","0","0","60","3","0","1","A lot","4.A lot","Graduate degree","Other","Fly","Healthy","Relative","Health",
"2013","[2013]","USA","WI","Female","13","[13]","Right-Handed","165","24","168","3","Bus","15","0.361","40","Dancing","706","802","556","524","524","358","23","Right foot","65","65","Same length","February","Summer","No","No","Meat","Coffee","Mathematics and statistics","5","11","5","Yes - other","Other","100","78","42","20","14","10","45","6","28","27","7","3","3","25","A lot","4.A lot","Other","Country","Freeze time","Healthy","Relative","Wildlife, animals",
"2015","[2015]","USA","TX","Female","11","[11]","Right-Handed","149","21","150","1","Bus","20","0.658","62","Swimming","867","867","945","789","123","645","21","Same length","65","70","Ring finger","February","Winter","Yes","No","Seafood","Soft drink (non-caffeinated)","Mathematics and statistics","10","9","5","Yes - broadband connection","Text messaging","27","20","5","2","1","3","10","3","4","6","7","5","1","7","Some","3.Some","Some college","Pop","Fly","Happy","Other","Wildlife, animals",
"2013","[2013]","USA","WI","Female","14","[14]","Left-Handed","167","40","166","2","Car","5","0.321","49","Dancing","500","800","900","700","1000","1000","40","Same length","110","90","Index finger","April","Summer","Yes","No","No favorite","Milk","Science","9","11","5","Yes - other","Text messaging","50","30","3","5","5","9","6","5","2","24","12","2","1","2","Some","3.Some","Graduate degree","Pop","Telepathy","Happy","Musician or singer","Health",
"2011","[2011]","USA","CA","Female","13","[13]","Left-Handed","153","24","145","1","Car","5","0.328","50","Other","802","834","722","","390","353","24","Same length","60.5","60.5","Same length","March","Summer","No","No","Fruit","Water","English","10","11","5","Yes - broadband connection","In person","8","6","40","45","10","10","15","0","3","2","4","3","0","1","Some","3.Some","Graduate degree","Pop","Fly","Happy","Musician or singer","Environment",
"2015","[2015]","USA","MD","Female","13","[13]","Right-Handed","147","21","150","2","Car","10","0.512","61","Walking/Hiking","200","300","100","80","50","1000","20","Right foot","65","70","Ring finger","November","Summer","No","No","No favorite","Juice","Music","6","9","5","Yes - other","Text messaging","6","7","7","0","1","1","0","0","4","0","6","3","0","1","Some","3.Some","Graduate degree","Pop","Super strength","Happy","Relative","International aid",
"2015","[2015]","USA","MI","Female","12","[12]","Right-Handed","137","20","180","2","Car","12","0.512","45","Table Tennis","1000","1000","1000","1000","999","999","24","Left foot","60","60","Same length","January","Summer","No","No","Desserts","Tea","Art","8","6","6","Yes - other","E-mail","0","0","4","0","1","2","1","1","2","2","4","0","0","1","Some","3.Some","Graduate degree","Other","Fly","Happy","Other","Wildlife, animals",
"2013","[2013]","USA","WI","Female","14","[14]","Right-Handed","166","25","163","1","Bus","45","0.391","35","Soccer","100","100","100","150","900","950","25","Same length","80","75","Index finger","February","Winter","No","No","Rice/Noodle dishes","Milk","Computers and technology","10","10","4","Yes - broadband connection","Telephone","0","0","6","1","3","10","5","2","0","0","3","30","0","0","Very little","2.Very little","Graduate degree","Rock and roll","Freeze time","Happy","Other","Wildlife, animals",
"2015","[2015]","USA","MA","Female","14","[14]","Right-Handed","166","24","166","1","Car","5","0.397","44","Dancing","428","299","310","690","0","0","23","Right foot","75","75","Same length","December","Summer","No","Yes","Pizza/Pasta","Water","Other","7","9","4","Yes - broadband connection","Text messaging","25","15","3","0","3","1","4","0","4","3","4","0","0","0","A lot","4.A lot","Graduate degree","Other","Telepathy","Happy","Teacher","Education/Youth development",
"2015","[2015]","USA","CA","Female","12","[12]","Right-Handed","169","22","159","1","Car","3","0.45","36","Dancing","487","802","1000","674","374","449","23","Left foot","75","70","Index finger","March","Summer","No","No","Desserts","Water","Mathematics and statistics","9","8","5","Yes - other","Text messaging","50","40","2","1","6","8","12","0","3","10","7","6","0","3","None","1.None","Graduate degree","Pop","Telepathy","Happy","Teacher","Health",
"2011","[2011]","USA","OH","Female","12","[12]","Right-Handed","157","22","153","1","Bus","30","0.328","55","Bowling","500","500","490","","500","800","23","Left foot","92","82","Index finger","June","Fall","Yes","No","Breads/Sandwiches","Water","Mathematics and statistics","8","11","5","Yes - broadband connection","In person","0","0","20","1","4","6","2","3","1","0","1","10","0","3","Very little","2.Very little","Undergraduate degree","Country","Telepathy","Famous","Musician or singer","Environment",
"2014","[2014]","USA","IN","Female","11","[11]","Right-Handed","155","22","149","1","Car","25","0.385","69","Soccer","899","899","899","900","1","5","22","Same length","75","82","Ring finger","October","Winter","Yes","No","Fruit","Water","Science","10","11","5","Yes - other","Text messaging","55","123","21","1","7","10","7","0","0","5","4","3","1","0","Very little","2.Very little","Graduate degree","Gospel","Fly","Happy","Sports person","Environment",
"2015","[2015]","USA","MD","Female","14","[14]","Right-Handed","165","22","140","2","Car","30","0.475","42","Soccer","990","990","850","990","1000","1000","22","Same length","60","60","Same length","March","Fall","No","No","Seafood","Other","Science","9","9.5","6","Yes - other","Text messaging","3","5","4","2","10","10","10","0","2","2","5","6","0","2","Some","3.Some","Less than high school","Pop","Telepathy","Happy","Doctor or nurse","International aid",
"2013","[2013]","USA","RI","Female","12","[12]","Right-Handed","96","23","96","1","Walk","6","0.791","48","Swimming","342","503","107","50","0","86","23","Same length","80","90","Ring finger","January","Summer","Yes","No","Desserts","Soft drink (caffeinated)","Art","7","10","6","Yes - other","Myspace, Facebook, other social networking sites, or blog","16","20","3","1","1","2","0","4","4","12","5","3","0","0","None","1.None","Graduate degree","Other","Telepathy","Famous","Friend","Health",
"2015","[2015]","USA","MT","Female","11","[11]","Left-Handed","167","30","165","3","Car","5","0.41","48","Basketball","492","481","476","481","1000","1000","28","Right foot","100","60","Index finger","April","Summer","No","No","Desserts","Water","Physical education","7","11","4","Yes - other","Cell phone","48","52","3","7","32","5","34","0","7","20","1","25","0","2","A lot","4.A lot","High school","Pop","Freeze time","Famous","Sports person","International aid",
"2015","[2015]","USA","CA","Female","12","[12]","Left-Handed","155","25","158","1","Car","3","0.36","48","Running/Jogging","1000","1000","1000","1000","500","500","25","Same length","80","90","Ring finger","December","Spring","Yes","No","Seafood","Soft drink (non-caffeinated)","Science","10","6","6","Yes - broadband connection","In person","0","0","40","0","5","20","1","0","0","0","5","5","0","1","None","1.None","Graduate degree","Rock and roll","Invisibility","Happy","Actor","Wildlife, animals",
"2014","[2014]","USA","MD","Female","13","[13]","Right-Handed","164","23","158","1","Bus","30","0.305","41","Martial Arts","950","970","0","980","975","1000","23","Same length","65","60","Index finger","April","Summer","No","No","Poultry","Water","Mathematics and statistics","8","5","4","Yes - broadband connection","Text messaging","20","30","40","5","4","8","4","1","2","4","50","2","0","0","Very little","2.Very little","Graduate degree","Rap/Hip hop","Telepathy","Happy","Relative","International aid",
"2015","[2015]","USA","OH","Female","14","[14]","Right-Handed","163","25","166","1","Car","10","0.478","32","Other","492","291","433","144","1000","1000","24","Right foot","84","84","Same length","April","Spring","Yes","Yes","Breads/Sandwiches","Water","Music","6","10","4","Yes - dial-up connection","Text messaging","41","75","10","1","1","3","5","20","20","20","15","7","10","2","A lot","4.A lot","Graduate degree","Pop","Telepathy","Rich","Musician or singer","Health",
"2015","[2015]","USA","CA","Female","11","[11]","Right-Handed","149","23","157","2","Car","15","0.332","33","Baseball/Softball","374","847","315","893","306","934","23","Same length","80","65","Index finger","February","Winter","No","No","Rice/Noodle dishes","Water","Mathematics and statistics","8","10","5","Yes - broadband connection","In person","0","0","35","1","3","5","8","2","1","2","5","3","0","2","Very little","2.Very little","Graduate degree","Pop","Telepathy","Happy","Musician or singer","Religious",
"2014","[2014]","USA","MN","Female","12","[12]","Right-Handed","154","24","152","2","Car","10","0.634","48","Bowling","444","1000","898","733","267","1000","24","Same length","86","94","Ring finger","January","Spring","No","No","Desserts","Powdered drink","Other","9","10","5","Yes - other","Text messaging","3","4","1","1","30","24","1","0","1","1","1","24","0","0","Some","3.Some","Other","Rap/Hip hop","Telepathy","Happy","Musician or singer","Health",
"2013","[2013]","USA","TX","Female","11","[11]","Right-Handed","142","15","124","1","Car","5","1.128","53","Skateboarding/Rollerblading","500","300","1000","900","0","0","14","Right foot","70","60","Index finger","November","Summer","Yes","No","Poultry","Soft drink (caffeinated)","Music","6","6","3","Yes - other","Cell phone","2","3","0","4","10","24","0","5","1","2","12","2","0","0","None","1.None","Graduate degree","Other","Telepathy","Famous","Relative","Religious",
"2015","[2015]","USA","CA","Female","12","[12]","Right-Handed","155","22.86","157","2","Car","15","0.38","27","Dancing","990","500","800","700","400","300","10","Right foot","70","60","Index finger","December","Winter","No","No","Pizza/Pasta","Water","Mathematics and statistics","9","10","5","Yes - broadband connection","In person","3","12","3","1","12","2","7","0","1","1","8","2","0","2","Some","3.Some","Graduate degree","Pop","Freeze time","Happy","Politician","Health",
"2012","[2012]","USA","CA","Female","14","[14]","Right-Handed","165","23","165","1","Car","45","0.321","39","Other","519","524","1000","1000","209","171","23","Same length","75","73","Index finger","November","Summer","Yes","No","Other","Water","Music","7","11","5","Yes - broadband connection","Text messaging","200","200","20","0","28","21","9","0","0","4","0","15","0","5","Some","3.Some","Undergraduate degree","Rap/Hip hop","Fly","Healthy","Musician or singer","Other",
"2011","[2011]","USA","OH","Female","12","[12]","Left-Handed","153","22","151","1","Bus","17","0.375","33","Baseball/Softball","900","1000","990","","800","700","22","Same length","90","100","Ring finger","August","Summer","Yes","No","Fruit","Soft drink (caffeinated)","Mathematics and statistics","6","10","4","Yes - broadband connection","Text messaging","42","45","80","75","13","27","100","30","31","63","28","39","10","19","None","1.None","Graduate degree","Rap/Hip hop","Telepathy","Famous","Friend","Wildlife, animals",
"2015","[2015]","USA","FL","Female","12","[12]","Right-Handed","160","9","152","1","Car","5","0.609","58","Lacrosse","600","600","600","500","700","800","9","Same length","","","","January","Winter","Yes","No","Soups","Water","English","4","13","6","Yes - other","Internet chat or instant messaging","0","0","36","0","3","0","8","2","5","4","3","2","0","1","Some","3.Some","Some college","Rap/Hip hop","Fly","Famous","Relative","Education/Youth development",
"2015","[2015]","USA","WI","Female","12","[12]","Right-Handed","149","21","142","1","Walk","3","0.699","45","Gymnastics","21","21","100","100","0","1000","21","Same length","70","80","Ring finger","August","Summer","Yes","No","Seafood","Water","Social studies","8","10","4","Yes - other","Myspace, Facebook, other social networking sites, or blog","75","78","10","1","5","10","6","2","9","10","2","2","0","2","Some","3.Some","Graduate degree","Country","Fly","Rich","Other","Wildlife, animals",
"2013","[2013]","USA","WI","Female","13","[13]","Right-Handed","161","25","152","1","Bus","35","0.629","38","Swimming","856","914","626","668","561","556","24","Right foot","71","72","Ring finger","January","Spring","No","No","Meat","Soft drink (caffeinated)","Art","9","11","3","Yes - other","In person","27","30","54","6","11","9","11","23","8","7","25","11","2","3","Some","3.Some","Graduate degree","Pop","Telepathy","Famous","Actor","Education/Youth development",
"2014","[2014]","USA","CA","Female","12","[12]","Right-Handed","163","24.5","162","1","Bus","15","0.489","38","Dancing","600","750","800","400","930","950","25","Same length","75","101.6","Ring finger","September","Winter","","No","Fruit","Water","Mathematics and statistics","8","8","5","Yes - other","Text messaging","30","35","6","1","8","7","18","0","2","9","60","4","0","1","Some","3.Some","Other","Pop","Freeze time","Happy","Doctor or nurse","Health",
"2015","[2015]","USA","WI","Female","14","[14]","Right-Handed","148","21","152","1","Bus","20","0.442","52","Athletics","750","800","800","800","300","500","21","Same length","82.5","90","Ring finger","November","Summer","No","No","Meat","Soft drink (caffeinated)","Physical education","8","12","5","Yes - other","Internet chat or instant messaging","15","17","10","1","3","25","10","0","7","2","7","5","0","0","Some","3.Some","Graduate degree","Pop","Invisibility","Happy","Sports person","Environment",
"2014","[2014]","USA","TX","Female","11","[11]","Right-Handed","158","25","166","1","Car","15","0.391","50","Soccer","1000","1000","503","695","1000","1000","25","Same length","","","","August","Fall","Yes","No","Seafood","Sports drink","Art","8","12","2","Yes - other","In person","0","0","0","0","5","0","2","0","0","0","0","6","0","0","Some","3.Some","Graduate degree","Pop","Invisibility","Happy","Coach or club leader","International aid",
"2013","[2013]","USA","NC","Female","11","[11]","Right-Handed","149","22","143","1","Car","8","0.456","35","Soccer","500","500","500","700","800","750","22","Same length","63","70","Ring finger","May","Fall","No","No","Rice/Noodle dishes","Water","Mathematics and statistics","7","7","4","","Internet chat or instant messaging","4","5","40","6","5","2","4","1","50","3","45","20","0","1","A lot","4.A lot","Undergraduate degree","Rock and roll","Telepathy","Famous","Friend","Wildlife, animals",
"2011","[2011]","USA","HI","Female","14","[14]","Right-Handed","138","25","138","3","Car","30","0.54","40","Gymnastics","1000","990","800","","990","990","24","Right foot","70","80","Ring finger","February","Winter","No","No","No favorite","Water","Art","9","10","4","Yes - broadband connection","Text messaging","10","12","1","0","6","3","5","0","0","2","3","1","0","0","Some","3.Some","High school","Pop","Freeze time","Famous","Musician or singer","Arts, culture, sports",
"2014","[2014]","USA","GU","Female","12","[12]","Right-Handed","158","19","162","1","Car","5","0.421","94","Basketball","450","500","600","320","432","452","19","Same length","70","80","Ring finger","January","Summer","No","No","Seafood","Energy drink","Mathematics and statistics","8","","5","Yes - broadband connection","Internet chat or instant messaging","10","5","3","1","4","7","8","1","3","2","5","1","5","1","Very little","2.Very little","Graduate degree","Reggae","Invisibility","Happy","Teacher","International aid",
"2014","[2014]","USA","WI","Female","11","[11]","Right-Handed","152","23","144","2","Bus","40","0.43","50","Soccer","604","198","759","53","0","0","23","Same length","100","70","Index finger","January","Summer","No","No","Pizza/Pasta","Water","Mathematics and statistics","9","13","5","No internet connection","Cell phone","20","23","2","1","1","5","3","1","1","1","2","6","0","2","Very little","2.Very little","Graduate degree","Rap/Hip hop","Freeze time","Happy","Relative","Health",
"2012","[2012]","USA","AL","Female","13","[13]","Right-Handed","156","23","158","2","Car","15","0.369","41","Dancing","350","630","420","","900","1000","24","Left foot","86","85","Index finger","September","Spring","Yes","No","No favorite","Water","Art","7","10","6","Yes - broadband connection","Text messaging","150","150","5","3","8","4","5","1","3","10","5","5","1","4","A lot","4.A lot","Graduate degree","Pop","Freeze time","Happy","Relative","International aid",
"2014","[2014]","USA","IN","Female","14","[14]","Right-Handed","160","23","140","2","Bus","16","0.882","48","Running/Jogging","600","700","800","500","800","900","23","Same length","73","75","Ring finger","September","Summer","No","No","Rice/Noodle dishes","Water","Art","7","9","5","Yes - broadband connection","In person","7","6","2","1","15","7","1","7","2","1","4","3","0","1","A lot","4.A lot","Graduate degree","Pop","Telepathy","Happy","Friend","Health",
"2013","[2013]","USA","KY","Female","11","[11]","Right-Handed","139","21","141","1","Car","5","0.488","51","Gymnastics","875","904","501","528","986","987","22","Left foot","70","70","Same length","April","Summer","Yes","No","Desserts","Juice","Mathematics and statistics","8","6","3","Yes - broadband connection","Other","10","5","56","21","7","7","7","5","0","20","8","28","0","7","A lot","4.A lot","Graduate degree","Other","Fly","Famous","Musician or singer","Arts, culture, sports",
"2014","[2014]","USA","WI","Female","14","[14]","Right-Handed","124","24","169","1","Car","3","0.985","72","Swimming","2","3","1","4","5","6","24","Same length","","","","September","Summer","No","No","No favorite","Water","Music","8","12","3","Yes - broadband connection","Internet chat or instant messaging","10","2","46","10","2","2","5","10","10","10","10","5","0","3","A lot","4.A lot","Some college","Heavy metal","Fly","Happy","Musician or singer","International aid",
"2014","[2014]","USA","IL","Female","12","[12]","Right-Handed","143","24","133","1","Car","5","0.388","40","Martial Arts","700","500","550","500","1000","1000","26","Left foot","70","60","Index finger","March","Summer","Yes","No","Meat","Water","Art","8","12","4","Yes - other","E-mail","0","0","1","0","2","2","2","3","0","0","5","4","0","0","Some","3.Some","Other","Other","Invisibility","Rich","Sports person","Arts, culture, sports",
"2015","[2015]","USA","MA","Female","13","[13]","Right-Handed","161","23","159","1","Bus","30","0.384","37","Soccer","250","500","200","200","1000","1000","22","Right foot","68","77","Ring finger","June","Summer","Yes","No","Fruit","Water","Physical education","8","10","4","Yes - other","Text messaging","100","100","20","0","10","50","21","0","50","0","0","0","0","0","A lot","4.A lot","Graduate degree","Pop","Fly","Rich","Sports person","Education/Youth development",
"2015","[2015]","USA","NY","Female","11","[11]","Right-Handed","136","22","168","1","Bus","40","0.347","41","Lacrosse","1000","1000","900","1000","10","1000","23","Left foot","62","62","Same length","August","Summer","No","No","Pizza/Pasta","Water","Physical education","7","12","4","Yes - other","Text messaging","30","35","40","20","5","30","50","0","20","60","70","40","0","10","Very little","2.Very little","Graduate degree","Pop","Fly","Famous","Musician or singer","Wildlife, animals",
"2012","[2012]","USA","GA","Female","13","[13]","Right-Handed","155","23","155","2","Bus","10","0.45","42","Dancing","750","500","500","500","500","750","24","Left foot","70","75","Ring finger","July","Fall","No","No","Soups","Tea","English","10","11","4","Yes - broadband connection","In person","0","0","12","1","10","8","8","1","2","1","5","4","0","1","Some","3.Some","Graduate degree","Pop","Fly","Happy","Other","Health",
"2011","[2011]","USA","HI","Female","13","[13]","Right-Handed","157","23.65","157","2","Car","10","0.324","40","Other","800","800","600","","1000","1000","24","Same length","65","67","Ring finger","November","Winter","No","No","No favorite","Juice","English","7","5","4","Yes - broadband connection","Text messaging","100","100","30","1","25","10","6","30","30","30","30","5","5","25","A lot","4.A lot","Graduate degree","Other","Telepathy","Happy","Sports person","Health",
"2014","[2014]","USA","IL","Female","12","[12]","Right-Handed","158","24","164","1","Car","8","0.749","33","Basketball","600","600","400","400","600","800","24","Same length","72","65","Index finger","May","Summer","No","No","Soups","Water","Mathematics and statistics","9","8","5","Yes - other","Text messaging","100","100","8","0","3","20","8","3","4","4","1","3","0","1","Some","3.Some","Graduate degree","Country","Invisibility","Happy","Relative","Health",
"2013","[2013]","USA","WI","Female","12","[12]","Right-Handed","154","23","145","1","Bus","28","0.504","50","Other","1000","1000","1000","1000","1000","1000","24","Left foot","95","90","Index finger","January","Summer","No","No","Pizza/Pasta","Water","Art","9","10","4","Yes - broadband connection","Text messaging","55","55","8","0","6","5","5","4","0","9","8","7","0","1","A lot","4.A lot","Undergraduate degree","Pop","Telepathy","Happy","Other","Wildlife, animals",
"2012","[2012]","USA","MO","Female","14","[14]","Left-Handed","160","22","166","1","Car","15","0.573","52","Baseball/Softball","1000","1000","588","989","53","203","22","Same length","","","","January","Summer","Yes","No","No favorite","Milk","Physical education","7","13","5","Yes - other","Text messaging","39","42","36","1","4","48","13","4","2","54","1","45","0","2","Some","3.Some","Other","Other","Fly","Famous","Relative","Health",
"2014","[2014]","USA","WI","Female","12","[12]","Right-Handed","157","21","145","1","Bus","45","0.42","56","Dancing","5","21","37","32","75","1000","21","Same length","60","60","Same length","February","Summer","No","No","Other","Water","Music","7","10","5","Yes - other","Internet chat or instant messaging","27","27","3","1","4","2","1","0","2","1","2","3","2","3","Some","3.Some","Graduate degree","Pop","Fly","Happy","Friend","Arts, culture, sports",
"2012","[2012]","USA","NJ","Female","14","[14]","Right-Handed","160","27","170","1","Bus","15","0.768","55","Soccer","10","500","1000","1000","60","20","26","Right foot","70","80","Ring finger","September","Spring","No","No","Pizza/Pasta","Water","Science","8","8","4","Yes - other","Text messaging","100","100","8","1","3","72","40","1","4","72","12","5","0","6","Very little","2.Very little","Graduate degree","Rap/Hip hop","Invisibility","Happy","Relative","Wildlife, animals",
"2014","[2014]","USA","IL","Female","13","[13]","Right-Handed","165","22","160","1","Car","5","0.389","53","Swimming","620","182","37","503","1000","1000","22","Same length","80","70","Index finger","May","Spring","No","No","Salads","Coffee","Art","6","12","3","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","100","85","3","1","6","2","2","36","24","36","36","1","0","2","A lot","4.A lot","Graduate degree","Heavy metal","Fly","Happy","Doctor or nurse","Wildlife, animals",
"2014","[2014]","USA","TX","Female","12","[12]","Right-Handed","147","20","130","2","Car","8","0.716","44","Basketball","500","500","500","500","100","700","20","Right foot","70","60","Index finger","June","Summer","Yes","No","Meat","Water","Physical education","7","11","3","Yes - other","In person","0","2","42","3","6","10","25","0","0","0","3","14","0","4","Some","3.Some","Graduate degree","Country","Invisibility","Healthy","Sports person","Health",
"2012","[2012]","USA","MD","Female","14","[14]","Right-Handed","122","23","167","2","Bus","40","0.587","47","Dancing","1000","1000","1000","1000","1000","1000","23","Same length","75","80","Ring finger","December","Winter","No","No","No favorite","Water","Science","5","9","5","Yes - other","Internet chat or instant messaging","0","0","5","1","3","6","0","0","1","0","2","2","0","3","A lot","4.A lot","Other","Rap/Hip hop","Freeze time","Happy","Doctor or nurse","International aid",
